# accession|modality|organism|n_samples|files|topics|title|keywords|flags
# files: actual FTP filenames+sizes when available, or [GEO:types] as fallback
# flags: 'multiomics' if record also appears in search_index_multiomics.txt; empty otherwise
GSE165098|spatial|Mus musculus|6|GSE165098_RAW.tar(463MB)|immunology,neuroscience|Neuroinflammatory astrocyte subtypes in the mouse brain [Visium]|Spatial transcriptomics saline LPS-injected Aldh1l1egfp mice injection|
GSE175856|spatial|Homo sapiens|1|GSE175856_RAW.tar(2MB)|skin|Spatial RNA-seq data comparing lesional (papules) and non-lesional skin biopsies of acne patients|collected 20µm thick frozen section 55µm wells containing spatially-barcoded capture oligonucleotides transcriptome detected 394 spatially defined spots average 349 genes 950 transcripts per spot|
GSE171406|spatial|Homo sapiens; Mus musculus|4|GSE171406_CLP_Model.tar.gz(21MB), GSE171406_Human_Nephrectomy.tar.gz(21MB), GSE171406_IRI_Model.tar.gz(21MB), GSE171406_RAW.tar(638MB), GSE171406_Sham_Model.tar.gz(20MB)|immunology,kidney,cell_stress|Integration of spatial and single cell transcriptomics localizes epithelial-immune cross-talk in kidney injury|sequencing characterized signature types within distribution acute AKI regional affects cells heterogeneously first optimized coordination nuclear datasets mapping dominant human nephrectomy|
GSE114770|spatial|Homo sapiens|2|GSE114770_RAW.tar(3MB)|cardiovascular,skeletal_muscle,signal_transduction|Spatial transcriptomics unveils ZBTB11 as a regulator of cardiomyocyte degeneration in cardiomyopathy|Aims Arrhythmogenic ACM inherited cardiac disorder characterized progressive fibro-fatty replacement myocardium arrhythmias sudden death While myocardial occurs specific locations molecular changes|
GSE167096|spatial|Homo sapiens|2|GSE167096_RAW.tar(104MB)|development,metabolism,liver|Spatial Transcriptomics of human fetal liver|use single-cell RNA-seq technology unbiased livers over developmental time postconception weeks PCW humans|
GSE153162|spatial|Mus musculus|20|GSE153162_RAW.tar(447MB)|neuroscience,development|Molecular Logic of Cellular Diversification in the Mouse Cerebral Cortex (scRNAseq)|mammalian unparalleled diversity types generated development series temporally orchestrated events under tight evolutionary constraint critical proper cortical assembly governs establishment|
GSE173778|spatial|Mus musculus|34|GSE173778_RAW.tar(894MB)|immunology|Multi-resolution deconvolution of spatial transcriptomics data reveals continuous patterns of inflammation|SuperSeries composed SubSeries listed|
GSE173776|spatial|Mus musculus|4|GSE173776_RAW.tar(743MB)|immunology|Multi-resolution deconvolution of spatial transcriptomics data reveals continuous patterns of inflammation (Spatial scRNA-Seq)|mammalian cells largely influenced tissue microenvironment inter celllular interactions Advances open way studying important determinants cellular enabling transcriptome wide evaluation gene|
GSE173774|spatial|Mus musculus|4|GSE173774_RAW.tar(126MB)|immunology|Multi-resolution deconvolution of spatial transcriptomics data reveals continuous patterns of inflammation (scRNA-Seq)|mammalian cells largely influenced tissue microenvironment inter celllular interactions Advances open way studying important determinants cellular enabling transcriptome wide evaluation gene|
GSE173773|spatial|Mus musculus|26|GSE173773_RAW.tar(25MB), GSE173773_S_metadata_s.txt.gz(138KB)|immunology|Multi-resolution deconvolution of spatial transcriptomics data reveals continuous patterns of inflammation (scMARS-Seq)|mammalian cells largely influenced tissue microenvironment inter celllular interactions Advances open way studying important determinants cellular enabling transcriptome wide evaluation gene|
GSE163629|spatial|Mus musculus|5|GSE163629_RAW.tar(28MB)|development,cardiovascular,fibrosis_wound,skeletal_muscle,drug_response,cell_stress|Nrf1 promotes heart regeneration and repair by regulating proteostasis and redox balance [Spatial transcriptome]|disease caused ischemic coronary artery injury hypertension chemotherapy lead loss dysfunction cardiac muscle adult mammalian lacks ability regenerate contrast neonatal mice within first week birth|
GSE160621|spatial|Mus musculus|12|GSE160621_fpkm_counts_n1_n2_n12.xlsx(1MB)|neuroscience,signal_transduction|spatial transcriptome|CA1-specific brain tissue hippocampal formation isolated baseline homecage condition wildtype NEIL1 NEIL2 2-deficient mice NEILs DNA glycosylases potentially transcription regulation RNA extracted|
GSE161882|spatial|Sus scrofa|2|GSE161882_RAW.tar(30MB)|rna_biology|A Pig BodyMap Transcriptome Reveals Diverse Tissue Physiologies and Evolutionary Dynamics of Transcription [Spatial transcriptomic]|Comprehensive survey Sus scrofa lead better understanding specialization underlie economic traits species accelerate use biomedical model characterized four distinct types lncRNAs TUCPs miRNAs|
GSE172129|spatial|Mus musculus|3|GSE172129_RAW.tar(175MB)|development,metabolism,hematopoiesis,liver|Spatial transcriptome profiling by MERFISH reveals fetal liver hematopoietic stem cell niche architecture.|SuperSeries composed SubSeries listed|
GSE172128|spatial|Mus musculus|1|GSE172128_RAW.tar(5MB)|development,metabolism,skeletal_muscle,hematopoiesis,liver|Spatial transcriptome profiling by MERFISH reveals fetal liver hematopoietic stem cell niche architecture [bulk RNA-seq]|HSC extensively studied bone marrow more systematic investigation microenvironment regulation hematopoiesis necessary investigate organization transcriptional profile individual cells wild type Tet2|
GSE172127|spatial|Mus musculus|2|GSE172127_RAW.tar(169MB)|development,metabolism,skeletal_muscle,hematopoiesis,liver|Spatial transcriptome profiling by MERFISH reveals fetal liver hematopoietic stem cell niche architecture [scRNA-seq]|HSC extensively studied bone marrow more systematic investigation microenvironment regulation hematopoiesis necessary investigate organization transcriptional profile individual cells wild type Tet2|
GSE164013|spatial|Homo sapiens|80|GSE164013_GeoMx_WTA_COVID19_v1.0.pkc.txt.gz(2MB), GSE164013_Q3Norm_TargetCountMatrix.tsv.gz(5MB), GSE164013_RAW.tar(5MB)|immunology,infectious_disease,lung_respiratory|A single-cell and spatial atlas of autopsy tissues reveals pathology and cellular targets of SARS-CoV-2 [gene expression levels]|pandemic caused over million deaths globally mostly due acute lung injury respiratory distress syndrome direct complications resulting multiple-organ failures Little host immune responses COVID-19|
GSE162911|spatial|Homo sapiens; blank sample|784|GSE162911_GeoMx_COVID19_v1.0.pkc.gz(9KB), GSE162911_GeoMx_WTA_COVID19_v1.0.pkc.gz(2MB), GSE162911_Nanostring_Count_Matrices.xlsx(190MB), GSE162911_RAW.tar(35MB), GSE162911_VnV_GeoMx_Hs_CTA_v1.2.pkc.gz(684KB)|immunology,infectious_disease,lung_respiratory|A single-cell and spatial atlas of autopsy tissues reveals pathology and cellular targets of SARS-CoV-2 [gene expression levels]|pandemic caused over million deaths globally mostly due acute lung injury respiratory distress syndrome direct complications resulting multiple-organ failures Little host immune responses COVID-19|
GSE159709|spatial|Danio rerio|6|GSE159709_RAW.tar(3.8GB)|cancer|Spatially resolved transcriptomics reveals the architecture of the tumor-microenvironment interface|Cancer cells interact wide variety other cell types understanding microenvironmental heterogeneity influences phenotypes limited While single-cell RNA-seq scRNA-seq helped define TME information|
GSE158564|spatial|Homo sapiens|99|no_suppl||Spatial transcriptomics of fixed tissue micro-regions using Pick-Seq|SuperSeries composed SubSeries listed|
GSE158563|spatial|Homo sapiens|10|GSE158563_tonsil_counts.csv.gz(313KB)|cancer,infectious_disease,aging|Spatial transcriptomics of fixed tissue micro-regions using Pick-Seq [tonsil]|multiplexed imaging complementary methods studying biology describe simple method transcriptional profiling formalin histology specimens mechanical isolation containing 5-20 cells Sequencing archival|
GSE158562|spatial|Homo sapiens|75|GSE158562_melanoma_counts.csv.gz(628KB)|cancer,infectious_disease,aging|Spatial transcriptomics of fixed tissue micro-regions using Pick-Seq [melanoma]|multiplexed imaging complementary methods studying biology describe simple method transcriptional profiling formalin histology specimens mechanical isolation containing 5-20 cells Sequencing archival|
GSE158561|spatial|Homo sapiens|14|GSE158561_breast_counts.csv.gz(404KB)|cancer,infectious_disease,aging|Spatial transcriptomics of fixed tissue micro-regions using Pick-Seq [breast]|multiplexed imaging complementary methods studying biology describe simple method transcriptional profiling formalin histology specimens mechanical isolation containing 5-20 cells Sequencing archival|
GSE157329|spatial|Homo sapiens|111|GSE157329_cell_annotate.txt.gz(3MB), GSE157329_gene_annotate.txt.gz(240KB), GSE157329_raw_counts.mtx.gz(1.3GB)|development|A single-cell transcriptome atlas profiles early organogenesis in human embryos|window embryogenesis largely black box developmental biologists probed cellular diversity 6-week essentially organs laid over 180 000 transcriptomes generated comprehensive 313 types belong systems|
GSE181885|spatial|Mus musculus|8|GSE181885_aggregated_updated.cloupe.gz(583MB), GSE181885_comparisons_Genes_KO_Epith_vs_KO_Stroma.csv.gz(73KB), GSE181885_comparisons_Genes_KO_Epith_vs_WT_Epith.csv.gz(136KB), GSE181885_comparisons_Genes_KO_Stroma_vs_WT_Stroma.csv.gz(32KB), GSE181885_comparisons_Genes_WT_Epith_vs_WT_Stroma.csv.gz(51KB)|epigenetics,reproduction,crispr_gene_editing,gene_regulation|Spatial Transcriptomics Analysis of Uterine Gene Expression in Enhancer of Zeste Homolog 2 (Ezh2) Conditional Knockout Mice|Histone proteins undergo various modifications alter chromatin structure addition methyl groups methyltransferase methylates lysine residue thereby suppresses plays integral uterus other reproductive|
GSE179572|spatial|Homo sapiens|6|GSE179572_all_spatial_images.tar.gz(2.6GB), GSE179572_RAW.tar(180MB)|cancer,neuroscience|Spatial transcriptomics of human brain metastases|six surgically-resected metastasis samples|
GSE180128|spatial|Mus musculus|18|GSE180128_Bulk_RNA_Seq.csv.gz(306KB), GSE180128_RAW.tar(186MB)|skeletal_muscle|Comprehensive Atlas of the Mouse Urinary Bladder|report application single-cell sequencing high throughput profiling utilizing multiple dissociation techniques library preparation generated comprising 119 cells major cell types absent previous|
GSE188892|spatial|Mus musculus|22|GSE188892_RAW.tar(51.8GB)|development,cardiovascular,fibrosis_wound|Characterizing Neonatal Heart Maturation, Regeneration, and Scar Resolution Using Spatial Transcriptomics|SuperSeries composed SubSeries listed|
GSE188888|spatial|Mus musculus|4|GSE188888_RAW.tar(51.8GB)|development,cardiovascular,fibrosis_wound|Characterizing Neonatal Heart Maturation, Regeneration, and Scar Resolution Using Spatial Transcriptomics [spatial]|use establish regional transcriptional profile tissue obtained indicated timpoints apical resection surgery|
GSE188844|spatial|Mus musculus|18|GSE188844_deSeq2_counts.txt.gz(840KB)|development,cardiovascular,fibrosis_wound|Characterizing Neonatal Heart Maturation, Regeneration, and Scar Resolution Using Spatial Transcriptomics [RNA-seq]|report transcriptional changes occuring fibroblasts obtained mouse hearts subjected apical resection surgery sham unmanipulated controls indicated timepoints|
GSE179392|spatial|Mus musculus|4|GSE179392_RAW.tar(65MB)|cardiovascular,skeletal_muscle,gene_regulation|PRDM16 Functions as A Compact Myocardium-Enriched Transcription Factor Required to Maintain Compact Myocardial Cardiomyocyte Identity in Left Ventricle (Spatial Transcriptomics)|loss deficiency dramatically alter cellular composition ventricular test hypothesis single-cell RNA-seq scRNA-seq examine gene dysreulation Prdm16cKO heart Visium facilitate mapping clusters original|
GSE179390|spatial|Mus musculus|4|GSE179390_RAW.tar(209MB)|cardiovascular,skeletal_muscle,gene_regulation|PRDM16 Functions as A Compact Myocardium-Enriched Transcription Factor Required to Maintain Compact Myocardial Cardiomyocyte Identity in Left Ventricle (scRNA-seq)|loss deficiency dramatically alter cellular composition ventricular test hypothesis single-cell examine gene dysreulation Prdm16cKO heart Visium Spatial Transcriptomics facilitate mapping clusters|
GSE178934|spatial|Homo sapiens|8|GSE178934_RAW.tar(149MB)|cancer,cell_stress|Human prostate luminal epithelia adopt a club-like state in response to low androgen levels|Spatial transcriptomics treatment naive 5-alpha reductase inhibitior treated BPH tissue|
GSE190595|spatial|Mus musculus|2|GSE190595_RAW.tar(549MB)|immunology,development,gut_intestine,rna_biology|10X Visium Spatial transcriptomics of murine colon at d14 (mucosa healing) in B cell sufficient/deficient mice|limitation single-cell bulk profiling lack topographical context allows sequencing polyadenylated transcripts tissue section spatially mapped onto histological brightfield image array barcoded|
GSE169749|spatial|Mus musculus|2|GSE169749_RAW.tar(808MB)|gut_intestine,rna_biology|10X Visium Spatial transcriptomics of murine colon in steady state and during recovery after DSS colitis|limitation single-cell bulk profiling lack topographical context allows sequencing polyadenylated transcripts tissue section spatially mapped onto histological brightfield image array barcoded|
GSE189636|spatial|Mus musculus|29|GSE189636_RAW.tar(197MB)|immunology,development,cardiovascular,infectious_disease|Time-course single-cell and spatial transcriptomics of reovirus-induced myocarditis in neonatal mice|fraction sudden death young adults due inflammatory disease heart most often caused viral infection spatially resolved RNA sequencing RNA-seq cellular heterogeneity myocarditic processes hearts|
GSE184564|spatial|Mus musculus|2|GSE184564_barcodes.tsv.gz(55KB), GSE184564_features.tsv.gz(284KB), GSE184564_KO_metrics_summary.csv.gz(525B), GSE184564_matrix.mtx.gz(30MB), GSE184564_WT_metrics_summary.csv.gz(529B), GSE184564_WTonly_Lgr5+_Atoh1+_Sox4+_Dclk1+.csv.gz(2KB), GSE184564_WTvsKO_Atoh1+.csv.gz(2KB), GSE184564_WTvsKO_Chga.csv.gz(5KB), GSE184564_WTvsKO_DCLK1+.csv.gz(784B), GSE184564_WTvsKO_Klf4+.csv.gz(3KB), GSE184564_WTvsKO_Lyz1+.csv.gz(3KB), GSE184564_WTvsKO_Sox4+.csv.gz(1KB)|immunology,development,metabolism,gut_intestine,rna_biology,signal_transduction|Spatial transcriptomic studies of the small intestine from WT and DDX5△IEC (KO) mice|DEAD box containing RNA binding protein multiple aspects metabolism abundantly expressed subsets intestinal epithelial cells characterized DDX5-dependent transcriptome tissue secretory lineage|
GSE189843|spatial|Homo sapiens|12|GSE189843_RAW.tar(102MB)|cancer,aging,reproduction|Spatially resolved transcriptomics of high-grade serous ovarian carcinoma|Bulk single-cell RNA sequencing full characterization tissue diversity cancer samples currently available situ techniques multiplex immunohistochemistry imaging mass cytometry allow limited small|
GSE182127|spatial|Mus musculus|7|GSE182127_RAW.tar(1.3GB)|immunology,neuroscience,hematopoiesis,drug_response,signal_transduction|Spatial transcriptome analysis defines heme as a hemopexin-targetable inflammatoxin in the brain|intracranial hemorrhages released cell-free hemoglobin red blood cell drive secondary injury hematoma-brain interface aimed generate spatially resolved map transcriptome-wide gene expression changes|
GSE182939|spatial|Mus musculus|5|GSE182939_RAW.tar(2.0GB)|kidney,cell_stress|Spatially resolved transcriptomic analysis of acute kidney injury in a female murine model|optimized validated bilateral ischemia reperfusion 10X Genomics Visium Gene Expression solution generated maps across repair time course applied two open-source computational tools Giotto SPOTlight|
GSE188805|spatial|Mus musculus|4|GSE188805_RAW.tar(19MB)|lung_respiratory|Fundamentals of Vaping-Associated Pulmonary Injury  Leading to Severe Respiratory Distress [Visium]|Spatial transcriptomic 10X Genomics profile branches Non-Vaped Vaped mice|
GSE165816|spatial|Homo sapiens|54|GSE165816_RAW.tar(391MB)|immunology,metabolism,skin|Single Cell Transcriptomic Landscape of Diabetic Foot Ulcers|DFUs devastating complication diabetes order identify systemic local factors DFU healing cellular single-cell RNA-seq forearm skin specimens PBMC samples non-diabetic subjects patients without shows|
GSE166120|spatial|Homo sapiens|23|GSE166120_Alpha_CTA_v2.0.pkc.txt.gz(676KB), GSE166120_RAW.tar(730KB)|metabolism|Spatial transcriptomics of healing and non-healing diabetic foot ulcers|DFUs devastating complication diabetes better understand molecular cell types implicated DFU NanoString GeoMx Digital profiling platform tissue sections gene expression areas within patients weeks|
GSE186290|spatial|Mus musculus|1|GSE186290_RAW.tar(17MB)|cancer,development,hematopoiesis,crispr_gene_editing,plant_biology,cell_stress,signal_transduction|Spatial transcriptome analysis of gastric cancer which GAN-KP transplanted C57BL/6J mouse|now developed organoid-based model Neoplasia mice express Wnt1 enzymes COX2 microsomal prostaglandin synthase stomach p53 knockout GAN-p53KO organoids KRASG12V-expressing generated genetic|
GSE185477|spatial|Homo sapiens|10|GSE185477_Final_Metadata.txt.gz(5MB), GSE185477_GSM3178784_C41_SC_raw_counts.zip(37MB), GSE185477_RAW.tar(1.2GB)|metabolism,liver|Single-Cell, Single-Nucleus and Spatial RNA Sequencing of the Human Liver Identifies Hepatic Stellate Cell and Cholangiocyte Heterogeneity|Comparison RNAseq four healthy caudate lobes cell-types validated one slice fifth VISIUM Transcriptomics Raw UMI count tables https figshare com/projects/Human_Liver_SC_vs_SN_paper/98981 Processed|
GSE164746|spatial|Mus musculus|24|GSE164746_sample_sheet_SST_WT_M1-M4_barcodes.txt.gz(297B), GSE164746_zUMIs_Table_SST_WT_M1-M4_GEO.txt.gz(520KB)|gut_intestine,rna_biology|Spatial discordances between mRNAs and proteins in the intestinal epithelium|cell proteome important determinant functional state use transcriptomes reliable proxies cellular proteomes debatable small intestine nutrient absorbing enterocytes operate four days migrate along|
