# accession|modality|organism|n_samples|files|topics|title|keywords|flags
# files: actual FTP filenames+sizes when available, or [GEO:types] as fallback
# flags: 'multiomics' if record also appears in search_index_multiomics.txt; empty otherwise
GSE72250|atac_seq|Homo sapiens|12|GSE72250_hs_RC_MCF7_DHS_Dex_RC_GH1502_3xGH1572_3_FDR0.csv.gz(2MB), GSE72250_hs_RC_MCF7_DHS_E2_RC_GH1503_3xGH1573_3_FDR0.csv.gz(2MB), GSE72250_hs_RC_MCF7_DHS_unt_RC_GH1501_3xGH1571_3_FDR0.csv.gz(2MB), GSE72250_hs_RC_ZR-75-1_Dex_RC_GH1564xGH1568_FDR0.csv.gz(3MB), GSE72250_hs_RC_ZR-75-1_E2_RC_GH1565xGH1569_FDR0.csv.gz(2MB), GSE72250_hs_RC_ZR-75-1_untreated_RC_GH1563xGH1567_FDR0.csv.gz(2MB), GSE72250_RAW.tar(1.4GB)|cancer,epigenetics,gene_regulation|Characterization of chromatin accessibility through the DNaseI hypersensitivity assay in breast cancer cells treated with either Dex or E2|estrogen receptor glucocorticoid forkhead box protein FoxA1 factors progression well-established pioneer factor steroid recruitment ability alter genomic response specific binding sites within genome|
GSE57558|atac_seq|Mus musculus|12|GSE57558_5094.bw(1.2GB), GSE57558_5094.merge.fragments.bed.gz(490MB), GSE57558_5095.bw(1.3GB), GSE57558_5095.merge.fragments.bed.gz(561MB), GSE57558_5096.bw(1.3GB), GSE57558_5096.merge.fragments.bed.gz(710MB), GSE57558_5097.bw(1.3GB), GSE57558_5097.merge.fragments.bed.gz(654MB), GSE57558_MHRs.mm8.bed.gz(6MB)|epigenetics,rna_biology,gene_regulation|Hypersensitive Nucleosomes in Chromatin Are Intrinsic to the Structure of Active, Tissue-Specific Enhancers [MNase-Seq]|higher eukaryotes promoters share many properties binding transcription factors existing open bidirectional structural features distinguish Genome-wide micrococcal nuclease previously interpreted|
GSE57557|atac_seq|Mus musculus|4|GSE57557_FoxA2-Input.bw(1.1GB), GSE57557_H2B.bw(979MB), GSE57557_H3.bw(1.1GB), GSE57557_H3K4me2-Input.bw(179MB), GSE57557_RAW.tar(3.5GB)|epigenetics,rna_biology,gene_regulation|Hypersensitive Nucleosomes in Chromatin Are Intrinsic to the Structure of Active, Tissue-Specific Enhancers [ChIP-Seq]|higher eukaryotes promoters share many properties binding transcription factors existing open bidirectional structural features distinguish Genome-wide micrococcal nuclease MNase previously|
GSE57556|atac_seq|Mus musculus|4|GSE57556_FoxA2.ChIP-Exo.mm8.bed.gz(371KB)|epigenetics,rna_biology,gene_regulation|Hypersensitive Nucleosomes in Chromatin Are Intrinsic to the Structure of Active, Tissue-Specific Enhancers [ChIP-exo]|higher eukaryotes promoters share many properties binding transcription factors existing open bidirectional structural features distinguish Genome-wide micrococcal nuclease MNase previously|
GSE68540|atac_seq|Mus musculus|52|GSE68540_RAW.tar(31.2GB), GSE68540_readme_peaksMed_files_and_PDF-QC_reports.txt.gz(781B)|development,epigenetics,gene_regulation|Reconstructing divergent retinoid-induced cell fate-regulatory programs in stem cells [ChIP-Seq]|integrated dynamic RXRa binding chromatin accessibility promoter epigenetic status transcriptional activity inferred RNA polymerase mapping transcription profiling demonstrated temporal organization|
GSE86823|atac_seq|Homo sapiens|2|GSE86823_RAW.tar(2.8GB)|development,epigenetics,gene_regulation|Nucleosome Occupancy and Methylome Sequencing (NOMe-seq) analysis using SureSelectXT Methyl-Seq Target Enrichment System|Chromatin accessibility plays key epigenetic regulation gene activation silencing Open regions allow regulatory elements transcription factors polymerases bind expression while closed prevent|
GSE85071|atac_seq|Mus musculus|4|GSE85071_ATAC_Seq_consensusPeaks_KO_and_WT.xls.gz(2MB)|immunology,epigenetics,aging,hematopoiesis,rna_biology|The long non-coding RNA Morrbid regulates Bim and short-lived myeloid cell lifespan (ATAC-Seq)|Neutrophils eosinophils classical monocytes collectively account human blood leukocytes among shortest-lived cells body Precise regulation critical maintain protective immune responses while|
GSE70474|atac_seq|Mus musculus|12|GSE70474_ATAC_peaks.bed.gz(2MB), GSE70474_RAW.tar(8MB)|cancer,epigenetics,skin|Cell type-specific chromatin states differentially prime squamous cell carcinoma tumor-initiating cells for epithelial to mesenchymal transition [ATAC-seq]|EMT cancer metastasis stemness resistance therapy reason tumors undergo other reflect intrinsic properties origin possibility largely unexplored targeting oncogenic mutations discrete skin|
GSE85156|atac_seq|Mus musculus|24|GSE85156_RAW.tar(2.1GB)|immunology,epigenetics,infectious_disease,aging,gut_intestine|The spectrum and regulatory landscapes of intestinal innate lymphoid cells are shaped by the microbiome (ChIP-Seq)|ILCs critical modulators mucosal immunity inflammation tissue homeostasis full cellular states elusive use combination genome-wide RNA-seq ATAC-seq compare transcriptional epigenetic identity small|
GSE85153|atac_seq|Mus musculus|12|GSE85153_RAW.tar(2.8GB)|immunology,epigenetics,infectious_disease,aging,gut_intestine|The spectrum and regulatory landscapes of intestinal innate lymphoid cells are shaped by the microbiome (ATAC-Seq)|ILCs critical modulators mucosal immunity inflammation tissue homeostasis full cellular states elusive use combination genome-wide RNA-seq ChIP-seq compare transcriptional epigenetic identity small|
GSE80105|atac_seq|Homo sapiens; Mus musculus|8|GSE80105_nrf_GEM_events_mm10.txt.gz(323KB), GSE80105_RAW.tar(39.7GB)|development,epigenetics,gene_regulation|Synergistic model of chromatin predicts Dnase-I accessibility|Enhancers promoters commonly occur accessible characterized depleted nucleosome contact governed logic cis-acting sequence features majority high spatial resolution develop new type high-dimensional|
GSE75770|atac_seq|Mus musculus|18|GSE75770_AJ.bw(532MB), GSE75770_AJ-peaks.npf.txt.gz(532KB), GSE75770_AKR.bw(1014MB), GSE75770_AKR-peaks.npf.txt.gz(519KB), GSE75770_BALB.bw(512MB), GSE75770_BALB-peaks.npf.txt.gz(539KB), GSE75770_BL6.bw(795MB), GSE75770_BL6-peaks.npf.txt.gz(529KB), GSE75770_BXH19.bw(705MB), GSE75770_BXH19-peaks.npf.txt.gz(535KB), GSE75770_BXH2.bw(820MB), GSE75770_BXH2-peaks.npf.txt.gz(530KB), GSE75770_C3HHeJ.bw(543MB), GSE75770_C3HHeJ-peaks.npf.txt.gz(545KB), GSE75770_CBA.bw(880MB), GSE75770_CBA-peaks.npf.txt.gz(539KB), GSE75770_common-chromatin.bed.gz(24KB), GSE75770_DBA.bw(739MB), GSE75770_DBA-peaks.npf.txt.gz(461KB), GSE75770_variable-chromatin.bed.gz(24KB)|metabolism,epigenetics,cell_stress,liver|TE-associated chromatin variation in mice livers|accessibility hallmark active regulatory genome across individuals contribute complex traits disease susceptibility responsible among different contributes phenotypic diversity poorly understood|
GSE81805|atac_seq|Mus musculus|8|GSE81805_RAW.tar(14MB)|cancer,immunology,development,epigenetics,skeletal_muscle,hematopoiesis|Next Generation Sequencing profile of leukemia from distinct cells-of-origin [ATAC-seq]|goal identify genomic signatures predicitve cell-of-origin acute myeloid Cryopreserved leukemic bone marrow samples thawed 000 LSCs L-GMP GFP Lin Sca-1 c-Kit CD34 FcγR sorted FACSAria placed 37oC CO2|
GSE81508|atac_seq|Mus musculus|10|GSE81508_RAW.tar(555MB)|epigenetics,hematopoiesis|Impact of MEF2C on chromatin accessibility of mouse BM pre-B and myeloid cells|analyzed control deficient ATAC-seq|
GSE74688|atac_seq|Mus musculus|8|GSE74688_RAW.tar(12MB)|cancer,immunology,development,epigenetics,skeletal_muscle,hematopoiesis|Next Generation Sequencing profile of leukemia from distinct cells-of-origin [ATAC-seq profiles]|goal identify genomic signatures predicitve cell-of-origin acute myeloid Cryopreserved leukemic bone marrow samples thawed 000 bulk GFP sorted FACSAria placed 37oC CO2 IMDM plus fetal calf serum|
GSE83427|atac_seq|Homo sapiens|2|GSE83427_peaks.txt.gz(2MB)|cardiovascular,epigenetics,kidney,rna_biology,gene_regulation|Assay for Transposase-Accessible Chromatin with high throughput sequencing (ATAC-Seq) reveals lncRNA MANTIS important for the angiogenic function of endothelial cells|tightly regulated impact long non-coding RNAs yielded epigenetically restricted lncRNAs accessibility knockdown changes several promoters|
GSE82330|atac_seq|Homo sapiens|2|GSE82330_RAW.tar(208MB)|cancer,epigenetics,skin,gene_regulation|INO80 governs super-enhancer-mediated oncogenic transcription and tumor growth in melanoma [ATAC-seq]|Super-enhancers SEs large genomic regions high density marks cancer near oncogenes dictate gene expression regulated poorly understood chromatin remodeling complex required SE-mediated SWI/SNF ATPase|
GSE81806|atac_seq|Homo sapiens|29|GSE81806_ctcfbjocc_expt1_0gy_vplot.dat.gz(264KB), GSE81806_ctcfbjocc_expt1_300gy_vplot.dat.gz(619KB), GSE81806_ctcfbjocc_expt1_300lys_vplot.dat.gz(364KB), GSE81806_ctcfbjocc_expt2_0gy_vplot.dat.gz(108KB), GSE81806_ctcfbjocc_expt2_300gy_vplot.dat.gz(512KB), GSE81806_ctcfbjocc_expt2_300lys_vplot.dat.gz(268KB), GSE81806_ctcfbjocc_expt3_0gy_vplot.dat.gz(110KB), GSE81806_ctcfbjocc_expt3_300gy_vplot.dat.gz(552KB), GSE81806_ctcfbjocc_expt3_300lys_vplot.dat.gz(235KB), GSE81806_ctcfbjunocc_expt1_0gy_vplot.dat.gz(356KB), GSE81806_ctcfbjunocc_expt1_300gy_vplot.dat.gz(742KB), GSE81806_ctcfbjunocc_expt1_300lys_vplot.dat.gz(468KB), GSE81806_ctcfbjunocc_expt2_0gy_vplot.dat.gz(148KB), GSE81806_ctcfbjunocc_expt2_300gy_vplot.dat.gz(591KB), GSE81806_ctcfbjunocc_expt2_300lys_vplot.dat.gz(339KB), GSE81806_ctcfbjunocc_expt3_0gy_vplot.dat.gz(153KB), GSE81806_ctcfbjunocc_expt3_300gy_vplot.dat.gz(667KB), GSE81806_ctcfbjunocc_expt3_300lys_vplot.dat.gz(331KB), GSE81806_PCScore_win300kbsliding60kb_Smooth30Range50to500_combined.numfrags.st.fix.bw(704KB), GSE81806_PCScore_win300kbsliding60kb_Smooth30Range50to500_combined.pc1dotproduct.st.fix.bw(466KB), GSE81806_RAW.tar(40KB), GSE81806_tssnoatac_expt1_0gy_vplot.dat.gz(178KB), GSE81806_tssnoatac_expt1_300gy_vplot.dat.gz(479KB), GSE81806_tssnoatac_expt1_300lys_vplot.dat.gz(255KB), GSE81806_tssnoatac_expt2_0gy_vplot.dat.gz(68KB), GSE81806_tssnoatac_expt2_300gy_vplot.dat.gz(393KB), GSE81806_tssnoatac_expt2_300lys_vplot.dat.gz(178KB), GSE81806_tssnoatac_expt3_0gy_vplot.dat.gz(67KB), GSE81806_tssnoatac_expt3_300gy_vplot.dat.gz(438KB), GSE81806_tssnoatac_expt3_300lys_vplot.dat.gz(151KB), GSE81806_tsspluscage_expt1_0gy_vplot.dat.gz(174KB), GSE81806_tsspluscage_expt1_300gy_vplot.dat.gz(474KB), GSE81806_tsspluscage_expt1_300lys_vplot.dat.gz(229KB), GSE81806_tsspluscage_expt2_0gy_vplot.dat.gz(58KB), GSE81806_tsspluscage_expt2_300gy_vplot.dat.gz(355KB), GSE81806_tsspluscage_expt2_300lys_vplot.dat.gz(140KB), GSE81806_tsspluscage_expt3_0gy_vplot.dat.gz(62KB), GSE81806_tsspluscage_expt3_300gy_vplot.dat.gz(434KB), GSE81806_tsspluscage_expt3_300lys_vplot.dat.gz(135KB)|epigenetics,cell_stress|Variable chromatin secondary structures in live cells revealed by radiation-induced spatially correlated DNA cleavage mapping [RICC-Seq]|length scale encompassing nucleosome-nucleosome interactions thought play crucial regulating transcription access poorly understood primary single nucleosomes tertiary long-range looping report first|
GSE81736|atac_seq|Homo sapiens|8|GSE81736_BJatac2pooled.peaks.bed.gz(1MB), GSE81736_BJatacNucCalls_DefaultParams.nucpos.occscore.bed.gz(3MB), GSE81736_BJatacPooled.trim.merged.st.all.rmdup.mq30.blfilt.filt.dgf.bw(925MB)|epigenetics,cell_stress|Variable chromatin secondary structures in live cells revealed by radiation-induced spatially correlated DNA cleavage mapping [ATAC-Seq]|length scale encompassing nucleosome-nucleosome interactions thought play crucial regulating transcription access poorly understood primary single nucleosomes tertiary long-range looping report first|
GSE92674|atac_seq|Homo sapiens|2|GSE92674_C1_gDNA_corrected_merged.bigWig(245MB)||Universal correction of enzymatic sequence bias|Coupling molecular biology high throughput sequencing revolutionized genomics techniques continually refined higher resolution mapping nucleic acid interactions structure assays converging|
GSE85630|atac_seq|Homo sapiens|4|GSE85630_RAW.tar(3MB)|development,cardiovascular,epigenetics,gene_regulation|Disease Model of GATA4 Mutation Reveals Transcription Factor Cooperativity in Human Cardiogenesis [ATAC-Seq]|Heterozygous mutations cause congenital heart defects cardiomyopathy unknown gain insights open chromatin status cardiac development due heterozygosity wildtype GATA4-G296S diseased progenitors|
GSE83123|atac_seq|Saccharomyces cerevisiae|26|GSE83123_RAW.tar(756MB)|epigenetics,microbiology,gene_regulation|MNase-sensitive complexes in yeast: nucleosomes and non-histone barriers|Micrococcal nuclease commonly map genome-wide maps affected degree digestion proposed many promoters nucleosome-free occupied easily digested unstable fragile analyzed content MNase-ChIP-seq|
GSE92261|atac_seq|Homo sapiens|2|GSE92261_RAW.tar(160KB)|epigenetics,crispr_gene_editing|Genome-wide determination of on-target and off-target characteristics for RNA-guided DNA Methylation by dCas9 methyltransferases (CRISPRme) [ChIP-Seq]|Fusion active protein domains nuclease-deficient clustered regularly interspaced short palindromic repeat widely epigenome editing specificities engineered proteins still fully Targeted specific gene|
GSE90050|atac_seq|Mus musculus|8|GSE90050_RAW.tar(588MB)|epigenetics|Chromatin immunoprecipitation and ATAC-Seq data from meduallar thymic epithelial cells|SuperSeries composed SubSeries listed|
GSE90049|atac_seq|Mus musculus|2|GSE90049_RAW.tar(218MB)|immunology,epigenetics,gene_regulation|Chromatin immunoprecipitation and ATAC-Seq data from meduallar thymic epithelial cells [ChIP-Seq]|Aire transcriptional regulator induces promiscuous expression thousands tissue-restricted antigen TRA genes medullary mTECs While target characterized programs regulating elusive Affymetrix|
GSE90048|atac_seq|Mus musculus|6|GSE90048_RAW.tar(371MB)|immunology,epigenetics,gene_regulation|Chromatin immunoprecipitation and ATAC-Seq data from meduallar thymic epithelial cells [ATAC-Seq]|Aire transcriptional regulator induces promiscuous expression thousands tissue-restricted antigen TRA genes medullary mTECs While target characterized programs regulating elusive Affymetrix|
GSE76224|atac_seq|Homo sapiens|12|GSE76224_K562-CD24_High.norm.bw(545MB), GSE76224_K562-CD24_Low.norm.bw(256MB), GSE76224_RAW.tar(2MB)|cancer,development,epigenetics,drug_response|Single-cell epigenomic variability reveals functional cancer heterogeneity|Background Cell-to-cell major driver evolution progression emergence drug resistance variation level rapidly create difficult detect assess functionally develop strategy bridge gap measurement|
GSE83847|atac_seq|Mus musculus|9|GSE83847_RAW.tar(3MB)|cancer,immunology,epigenetics,cell_cycle,signal_transduction|Tumor Interferon Signaling Regulates a Multigenic Resistance Program to Immune Checkpoint Blockade [ATAC-Seq]|goal investigate mouse melanoma model|
GSE84646|atac_seq|Mus musculus|18|GSE84646_mNPC_ATACseq_peaks.bed.gz(1MB)|neuroscience,development,epigenetics,cell_stress|Allele-specific ATAC-seq across 16 neural progenitor cell clones|two copies gene canonically believed indistinguishable expressed spatiotemporal manner absence loss-of-function mutation cells break symmetry express alleles diploid genome great interest Monoallelic|
GSE89646|atac_seq|Mus musculus|91|GSE89646_RAW.tar(19MB)|immunology,epigenetics,gut_intestine,gene_regulation|Impact of the gut microbiota on enhancer accessibility in gut intraepithelial lymphocytes|impacts many aspects host biology immune One hypothesis microbial communities induce epigenetic changes accompanying alterations chromatin providing allows community sustained effects even face|
GSE85743|atac_seq|Mus musculus|6|GSE85743_DKO_accessible_regions.bed.gz(231KB), GSE85743_WT_accessible_regions.bed.gz(219KB)|immunology,development,epigenetics|TET proteins regulate lineage specification and TCR-mediated expansion of iNKT cells  (ATAC-Seq)|oxidize 5-methylcytosine 5-hydroxymethylcytosine further oxidation products DNA report simultaneous deletion Tet2 Tet3 mouse double-positive thymocytes resulted dysregulated development proliferation|
