# accession|modality|organism|n_samples|files|topics|title|keywords|flags
# files: actual FTP filenames+sizes when available, or [GEO:types] as fallback
# flags: 'multiomics' if record also appears in search_index_multiomics.txt; empty otherwise
GSE133535|single-nucleus|Homo sapiens; Mus musculus; Canis lupus familiaris|2|GSE133535_10X2x5Kcell250Kreads_human_exp_mat.tsv.gz(40MB), GSE133535_10X2x5Kcell250Kreads_human_metada.tsv.gz(808KB), GSE133535_10X2x5Kcell250Kreads_mouse_exp_mat.tsv.gz(39MB), GSE133535_10X2x5Kcell250Kreads_mouse_metada.tsv.gz(817KB)||Benchmarking Single-Cell RNA Sequencing Protocols for Cell Atlas Projects (10X 2x 5K cells 250K reads)|scRNA-seq leading technique charting molecular properties individual latest methods scalable thousands enabling depth characterization sample composition without prior knowledge important differences|
GSE141044|single-nucleus|Mus musculus|11|GSE141044_barcode.csv.gz(10KB), GSE141044_barcode_sequence.txt.gz(563B), GSE141044_Genes.csv.gz(75KB), GSE141044_matrix.mtx.gz(15MB)|neuroscience,infectious_disease,signal_transduction|Single-nucleus RNA sequencing reveals transcriptional changes of hippocampal neurons in APP23 mouse model of Alzheimer’s disease|progressive neurodegenerative disorder mostly strikes elderly exact molecular cellular pathogenesis especially dynamic progression poorly understood snRNA-seq access modified Smart-seq2 technique 280|
GSE139265|single-nucleus|Mus musculus|768|GSE139265_SS2_16_033_Oprm1_counts.txt.gz(3MB), GSE139265_SS2_16_085_Slc32a1_counts.txt.gz(3MB), GSE139265_SS2_16_striatal_nuclei_counts.txt.gz(5MB)|cancer,neuroscience|A Spatiomolecular Map of the Striatum|organized two major outputs formed striatal projection neuron SPN subtypes distinct identities addition histochemical division patch matrix compartments represents additional spatial organization|
GSE138852|single-nucleus|Homo sapiens|8|GSE138852_counts.csv.gz(12MB), GSE138852_covariates.csv.gz(85KB)|neuroscience|A single-cell atlas of the human cortex reveals drivers of transcriptional changes in  Alzheimer’s disease in specific cell subpopulations|currently little information individual types contribute applied single-nucleus RNA-seq snRNA-seq entorhinal control brains twelve individuals yielding total 214 high quality nuclei detail|
GSE138794|single-nucleus|Homo sapiens|28|GSE138794_RAW.tar(784MB), GSE138794_scRNA_Seq_cell_types.txt.gz(67KB), GSE138794_snRNA_Seq_cell_types.txt.gz(100KB)|cancer,neuroscience,epigenetics|A single cell atlas of human glioma|tumor-propagating cells derived glioblastomas GBMs theproneural mesenchymal subtypes gliomastem-like GSC classical subtype GSCs mGSCs and/orproneural pGSCs alone sufficient generate heterogeneity GBM|
GSE114569|single-nucleus|Homo sapiens|17|GSE114569_Kidney_Cortex_11152017_Combined_Annotated_UMI_Matrix.tsv.gz(9MB)|cancer,immunology,development,cardiovascular,metabolism,kidney|Cellular recruitment by podocyte-derived pro-migratory factors in assembly of the human renal filter|monogenic kidney disease-causing genes secondary pathology resulting systemic diseases diabetes hypertension highlight importance filtering system corpuscles elucidate developmental processes|
GSE133707|single-nucleus|Homo sapiens|6542|GSE133707_P1_Mac.txt.gz(4MB), GSE133707_P1_Per.txt.gz(983KB), GSE133707_P2_Mac.txt.gz(5MB), GSE133707_P2_Per.txt.gz(1MB), GSE133707_P3_Mac.txt.gz(4MB), GSE133707_P3_Per.txt.gz(1MB)|neuroscience,eye_vision|Single nuclei RNA-seq on human retinal tissue provides improved transcriptome profiling|report single-nuclei snRNA-seq transcriptomic neural identify profile individual cell types Six samples three healthy donors profiled high quality obtained 5873 seven major dataset marker genes type|
GSE142366|single-nucleus|Rattus norvegicus; Mus musculus|18|GSE142366_RAW.tar(1.0GB)|cardiovascular,fibrosis_wound,skeletal_muscle|Dynamic transcriptional responses to injury of regenerative and non-regenerative cardiomyocytes revealed by single-nucleus RNA sequencing|SuperSeries composed SubSeries listed|
GSE142364|single-nucleus|Rattus norvegicus|9|GSE142364_Nfe2l1vsGFP_edgeR.txt.gz(441KB), GSE142364_NfyavsGFP_edgeR.txt.gz(440KB), GSE142364_NRVM_RawCountTable.txt.gz(382KB), GSE142364_NRVM_RPKMTable.txt.gz(913KB)|development,cardiovascular,fibrosis_wound,skeletal_muscle|Transcriptome profiling of neonatal rat ventricular cardiomyocytes overexpressing NFYa or NFE2L1|adult mammalian heart incapable regeneration following injury contrast mouse transient ability regenerate molecular mediates regenerative response fully understood single-nucleus RNA sequencing map|
GSE130699|single-nucleus|Mus musculus|8|GSE130699_P1_8_AllCM.txt.gz(275MB), GSE130699_P1_8_ShamCM.txt.gz(123MB), GSE130699_RAW.tar(101MB)|development,cardiovascular,fibrosis_wound,skeletal_muscle|Single nucleus RNA-seq of cardiomyocytes from neonatal mouse hearts after injury|adult mammalian incapable regeneration following contrast efficiently regenerate first week life molecular mediate regenerative response blockade later understood single-nucleus sequencing map|
GSE144136|single-nucleus|Homo sapiens|34|GSE144136_Astros_3_filtered_cells.csv.gz(6KB), GSE144136_CellNames.csv.gz(671KB), GSE144136_Ex_10_L2_4_filtered_cells.csv.gz(132KB), GSE144136_Ex_1_L5_6_filtered_cells.csv.gz(6KB), GSE144136_Ex_3_L4_5_filtered_cells.csv.gz(46KB), GSE144136_Ex_4_L_6_filtered_cells.csv.gz(5KB), GSE144136_Ex_5_L5_filtered_cells.csv.gz(23KB), GSE144136_Ex_6_L4_6_filtered_cells.csv.gz(21KB), GSE144136_Ex_7_L4_6_filtered_cells.csv.gz(30KB), GSE144136_Ex_8_L5_6_filtered_cells.csv.gz(15KB), GSE144136_Ex_9_L5_6_filtered_cells.csv.gz(2KB), GSE144136_GeneBarcodeMatrix_Annotated.mtx.gz(413MB), GSE144136_GeneNames.csv.gz(185KB), GSE144136_GRCh38-1.2.0_premrna.tar.gz(10.0GB), GSE144136_Inhib_1_filtered_cells.csv.gz(16KB), GSE144136_Inhib_2_VIP_filtered_cells.csv.gz(26KB), GSE144136_Inhib_3_SST_filtered_cells.csv.gz(6KB), GSE144136_Inhib_5_filtered_cells.csv.gz(27KB), GSE144136_Inhib_6_SST_filtered_cells.csv.gz(19KB), GSE144136_Inhib_7_PVALB_filtered_cells.csv.gz(5KB), GSE144136_Inhib_8_PVALB_filtered_cells.csv.gz(6KB), GSE144136_Micro_Macro_filtered_cells.csv.gz(9KB), GSE144136_Oligos_1_filtered_cells.csv.gz(2KB), GSE144136_Oligos_3_filtered_cells.csv.gz(32KB), GSE144136_OPCs_1_filtered_cells.csv.gz(15KB), GSE144136_OPCs_2_filtered_cells.csv.gz(5KB)|neuroscience,infectious_disease|Single-nucleus RNA-seq in the post-mortem brain in major depressive disorder|high-throughput snRNA-seq 10X Genomics Chromium platform archived dorsolateral prefrontal cortex BA9 tissue MDD subjects died suicide control identify cell-type specific differentially expressed genes|
GSE137869|single-nucleus|Rattus norvegicus; Homo sapiens|60|GSE137869_RAW.tar(1.1GB)|immunology,aging,cell_stress,gene_regulation|Caloric restriction reprograms the single-cell transcriptional landscape of Rattus norvegicus aging|causes functional decline tissues throughout body delayed cellular profiles signatures ameliorated built comprehensive single-nucleus transcriptomic atlases across various undergoing attenuated|
GSE127898|single-nucleus|Macaca mulatta; Pan troglodytes; Pan paniscus; Homo sapiens|422|GSE127898_bonobo.csv.gz(8MB), GSE127898_chimpanzee.csv.gz(8MB), GSE127898_human.csv.gz(19MB), GSE127898_macaques.csv.gz(9MB)|neuroscience,development|Transcriptome map of the human brain at the single-cell resolution|three times larger closest relatives chimpanzees bonobos increased size alone fails explain cognitive abilities unique humans Functional changes acquired lineage likely mediated divergent gene|
GSE127774|single-nucleus|Homo sapiens; Pan paniscus; Macaca mulatta; Pan troglodytes|17|GSE127774_ACC_B_barcodes.tsv.gz(89KB), GSE127774_ACC_B_genes.tsv.gz(160KB), GSE127774_ACC_B_matrix.mtx.gz(24MB), GSE127774_ACC_C_barcodes.tsv.gz(88KB), GSE127774_ACC_C_genes.tsv.gz(171KB), GSE127774_ACC_C_matrix.mtx.gz(28MB), GSE127774_ACC_H_barcodes.tsv.gz(87KB), GSE127774_ACC_H_genes.tsv.gz(245KB), GSE127774_ACC_H_matrix.mtx.gz(42MB), GSE127774_ACC_M_barcodes.tsv.gz(82KB), GSE127774_ACC_M_genes.tsv.gz(170KB), GSE127774_ACC_M_matrix.mtx.gz(24MB), GSE127774_ACC_seurat.rds.gz(374MB), GSE127774_ACC_species.txt.gz(152KB), GSE127774_CER_B_barcodes.tsv.gz(280KB), GSE127774_CER_B_genes.tsv.gz(160KB), GSE127774_CER_B_matrix.mtx.gz(44MB), GSE127774_CER_C_barcodes.tsv.gz(281KB), GSE127774_CER_C_genes.tsv.gz(171KB), GSE127774_CER_C_matrix.mtx.gz(52MB), GSE127774_CER_H_barcodes.tsv.gz(283KB), GSE127774_CER_H_genes.tsv.gz(245KB), GSE127774_CER_H_matrix.mtx.gz(74MB), GSE127774_CER_M_barcodes.tsv.gz(282KB), GSE127774_CER_M_genes.tsv.gz(170KB), GSE127774_CER_M_matrix.mtx.gz(41MB), GSE127774_CER_seurat.rds.gz(664MB), GSE127774_CER_species.txt.gz(252KB), GSE127774_CN_B_barcodes.tsv.gz(155KB), GSE127774_CN_B_genes.tsv.gz(160KB), GSE127774_CN_B_matrix.mtx.gz(30MB), GSE127774_CN_C_barcodes.tsv.gz(154KB), GSE127774_CN_C_genes.tsv.gz(171KB), GSE127774_CN_C_matrix.mtx.gz(36MB), GSE127774_CN_H_barcodes.tsv.gz(130KB), GSE127774_CN_H_genes.tsv.gz(245KB), GSE127774_CN_H_matrix.mtx.gz(49MB), GSE127774_CN_M_barcodes.tsv.gz(149KB), GSE127774_CN_M_genes.tsv.gz(170KB), GSE127774_CN_M_matrix.mtx.gz(29MB), GSE127774_CN_seurat.rds.gz(434MB), GSE127774_CN_species.txt.gz(202KB), GSE127774_genes.gtf.gz(84MB), GSE127774_genome.fa.gz(3.3GB), GSE127774_README.txt(3KB)|neuroscience,development|Transcriptome map of the human brain at the single-cell resolution|three times larger closest relatives chimpanzees bonobos increased size alone fails explain cognitive abilities unique humans Functional changes acquired lineage likely mediated divergent gene|
GSE135133|single-nucleus|Homo sapiens|11|GSE135133_clusterAssignments.txt.gz(537KB), GSE135133_RAW.tar(316MB)||Single-nuclei RNAseq (NucSeq) of human eyes|samples total libraries prepared 10X Chromium Corresponding control|
GSE137763|single-nucleus|Rattus norvegicus|4|GSE137763_RAW.tar(135MB)|immunology,neuroscience,cell_stress|Adult nucleus accumbens single-nucleus RNA-seq dataset for "A dopamine-induced coordinated gene expression program regulates neuronal function and cocaine response"|contains sequencing rat brain serves basis characterization transcriptional 20mg/kg intraperitoneal injection goal experiment define across distinct cell types Single-cell carried FACS-sorted nuclei|
GSE137759|single-nucleus|Rattus norvegicus|4|GSE137759_RAW.tar(26MB)|immunology,neuroscience,development,drug_response,cell_stress|Striatal cultured neurons single-nucleus RNA-seq dataset for "A dopamine-induced coordinated gene expression program regulates neuronal function and cocaine response"|contains sequencing rat embryonic cultures serves basis characterization transcriptional 50µM Drd1 agonist SKF-38393 1µM potassium chloride 25mM goal experiment define stimulations across distinct|
GSE145998|single-nucleus|Mus musculus|3|GSE145998_Ctrl_mouse_Scell1.dge.txt.gz(23MB), GSE145998_Ctrl_mouse_Snuc_comb.dge.txt.gz(33MB)|lung_respiratory|Comparison of single cell and single nucleus RNASeq approaches in mouse lung|110 934 transcriptomes control C57Bl/6J mice analyzed noted similar gene detection rates techniques intronic exonic reads mapping snRNASeq improves dissociation bias enhances epithelial scRNASeq|
GSE152867|single-nucleus|Homo sapiens; Mus musculus|4|GSE152867_RAW.tar(20MB)|neuroscience,development,infectious_disease,hematopoiesis,crispr_gene_editing,plant_biology,signal_transduction|In Vivo Chimeric Alzheimer’s Disease Modeling of Apolipoprotein E4 Toxicity in Human Neurons|Despite clear impact risk contributions etiology poorly understood Progress answering other questions research limited inability human-specific phenotypes environment transplanted induced pluripotent|
GSE139107|single-nucleus|Mus musculus|24|GSE139107_MouseIRI_12hours.dge.txt.gz(20MB), GSE139107_MouseIRI_14days.dge.txt.gz(21MB), GSE139107_MouseIRI_2days.dge.txt.gz(22MB), GSE139107_MouseIRI_4hours.dge.txt.gz(14MB), GSE139107_MouseIRI_6weeks.dge.txt.gz(23MB), GSE139107_MouseIRI_control.dge.txt.gz(26MB), GSE139107_MouseIRI.metadata.txt.gz(767KB)|immunology,development,fibrosis_wound,kidney,cell_stress|Cell profiling of acute kidney injury reveals conserved cellular responses to injury|AKI patients either recover alternatively develop fibrosis chronic disease Interactions injured epithelia stroma inflammatory cells determine kidneys repair undergo molecular events drive processes|
GSE151761|single-nucleus|Callithrix jacchus; Macaca mulatta; Homo sapiens; Mustela putorius furo; Mus musculus|123|GSE151761_adHumInt.raw.dge.txt.gz(207MB), GSE151761_ferret.ctx.int.raw.dge.txt.gz(43MB), GSE151761_ferret.str.int.raw.dge.txt.gz(6MB), GSE151761_F_GRCm38.81.P60Hippocampus.raw.dge.txt.gz(424MB), GSE151761_F_GRCm38.81.P60Striatum.raw.dge.txt.gz(269MB), GSE151761_hum.str.int.10X.raw.dge.txt.gz(12MB), GSE151761_hum.str.int.DS.raw.dge.txt.gz(11MB), GSE151761_marm.ctx.int.DS.raw.dge.txt.gz(269MB), GSE151761_marm.hippo.int.raw.dge.txt.gz(43MB), GSE151761_marm.str.int.10X.raw.dge.txt.gz(35MB), GSE151761_marm.str.int.DS.raw.dge.txt.gz(17MB), GSE151761_mouse.nuc.cortical_interneurons.raw.dge.txt.gz(23MB), GSE151761_mq.ctx.int.raw.dge.txt.gz(64MB)|neuroscience,signal_transduction|Innovations in primate interneuron repertoire|report single-nucleus transcriptomes brain regions species mice Frontal Cortex Hippocampus Striatum common marmoset neocortical Nucleus Accumbens Caudate Putamen rhesus macaque Prefrontal human ferret|
GSE143355|single-nucleus|Mus musculus|12|GSE143355_RAW.tar(1.5GB)|immunology,neuroscience,infectious_disease,signal_transduction|Effect of IL-6 deficiency on gene expression in cell types of control and HD mouse striatum|Huntington disease incurable neurodegenerative disorder caused CAG trinucleotide expansions huntingtin exact molecular cellular pathogenesis still understood Immune signaling hypothesized contribute|
GSE150770|single-nucleus|Mus musculus|192|GSE150770_counts.csv.gz(2MB)|neuroscience,gut_intestine,cell_stress|Suprachiasmatic VIP neurons are required for normal circadian rhythmicity with a subset expressing a molecularly distinct pacemaker profile|hypothalamic SCN clock contains several neurochemically defined cell groups contribute genesis rhythms specific genetically-targeted approaches confirmed indispensable vasoactive intestinal|
GSE147564|single-nucleus|Homo sapiens|14|GSE147564_RAW.tar(409MB)|development|Single-nucleus RNA sequencing of intermediates during human primed and naïve reprogramming.|report time-course profiling populations fibroblasts pluripotent states|
GSE141115|single-nucleus|Mus musculus|54|GSE141115_RAW.tar(250MB)||Systematic assessment of tissue dissociation and storage biases in single-cell and single-nucleus RNA-seq workflows|Background sequencing widely adopted estimate cellular composition heterogeneous tissues obtain transcriptional profiles individual cells Multiple approaches optimal sample proposed single-nuclei|
GSE140819|single-nucleus|Homo sapiens|40|GSE140819_RAW.tar(1.1GB)|cancer,development|A single-cell and single-nucleus RNA-Seq toolbox for fresh and frozen human tumors|genomics essential chart ecosystems While scRNA-Seq profiles cells dissociated snRNA-Seq needed profile hard-to-dissociate requires customization different tissue types posing barrier adoption|
GSE150065|single-nucleus|Mus musculus|6|GSE150065_RAW.tar(190MB)|epigenetics,skeletal_muscle,gene_regulation|Single-nucleus RNA-seq and FISH reveal coordinated transcriptional activity in mammalian myofibers|Skeletal muscle large syncytia currently unknown gene expression coordinately regulated numerous nuclei snRNA-seq snATAC-seq slow fast myotendinous neuromuscular junction myonuclei different programs|
GSE146021|single-nucleus|Mus musculus|23|GSE146021_RAW.tar(6MB)|neuroscience|PhosphoRiboTrap and Single nucleus sequecing data of MCH neurons|SuperSeries composed SubSeries listed|
GSE146020|single-nucleus|Mus musculus|1|GSE146020_RAW.tar(6MB)|neuroscience|Single nucleus sequecing data of MCH neurons [scRNA-seq]|order understand heterogeneity MCH-Cre dependent ZsGreen fl/fl reporter mice isolated nuclear hypothalami age 16-18weeks flow cytometry able distinguish positive nuclei collected puried suspension|
GSE143758|single-nucleus|Mus musculus|37|GSE143758_Admouse_Crtx_7-10m_Astrocytes_UMIcounts.csv.gz(4MB), GSE143758_Admouse_Hippocampus_3TimeCourses_Astrocytes_WT_AD_Aging.csv.gz(17MB), GSE143758_Admouse_Hippocampus_7m_AllNuclei_UMIcounts.txt.gz(56MB)|neuroscience,aging|Single nuclei RNA-seq of brain of mouse Alzheimer's disease model|report nucleus shows 5xFAD showing changes composition state multiple cell types particular unique population disease-associated astrocytes DAAs appeared early stages increased abundance age Similar|
GSE143493|single-nucleus|Homo sapiens|397|GSE143493_RAW.tar(323MB)||Single-nucleus RNA-seq identifies divergent populations of FSHD2 myotube nuclei|SuperSeries composed SubSeries listed|
GSE143492|single-nucleus|Homo sapiens|317|GSE143492_RAW.tar(230MB)|development,infectious_disease,skeletal_muscle,cell_stress|Single-nucleus RNA-seq identifies divergent populations of FSHD2 myotube nuclei [Fluidigm]|characterized misexpression DUX4 skeletal muscle upregulation thought pathogenic cause lowly expressed patient samples consequences expression largely relied artificial overexpression better|
